gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type,chromosome
2810429I04Rik,chr13,3478230,3501393,+,3468230,3478230,3.4675492863655086,4.853437152504921,1.3996735883722715,Mixed,Neu,chr13
Gdi2,chr13,3538063,3567871,+,3528063,3538063,4.675169874691963,4.717529347101848,1.0090605204827292,Mixed,Neu,chr13
Tasor2,chr13,3566035,3611108,-,3611108,3621108,3.301627803397179,2.358540238873164,0.7143567898375359,Mixed,Neu,chr13
Asb13,chr13,3634032,3653822,+,3624032,3634032,4.434438142299652,4.608914665174484,1.0393458014918548,Mixed,Neu,chr13
Net1,chr13,3882018,3918220,-,3918220,3928220,4.025854290604592,5.60437809173266,1.3920966053868309,Mixed,Neu,chr13
Tubal3,chr13,3918274,3935277,+,3908274,3918274,3.183394582414627,5.241287014460563,1.6464459176421071,Mixed,Neu,chr13
Klf6,chr13,5861482,5870394,+,5851482,5861482,3.5518987140178684,4.561825540693601,1.2843343540991106,Mixed,Neu,chr13
Pitrm1,chr13,6548149,6580515,+,6538149,6548149,4.218300306558609,4.723983264648914,1.1198783683807598,Mixed,Neu,chr13
Pfkp,chr13,6579768,6648777,-,6648777,6658777,5.043232538557053,4.249911437694232,0.8426959108473308,Mixed,Neu,chr13
Wdr37,chr13,8802968,8871909,-,8871909,8881909,3.023980023503304,3.994221577731768,1.320849194335759,Mixed,Neu,chr13
Idi1,chr13,8885501,8892451,+,8875501,8885501,3.0399098604917527,4.299275665402413,1.4142773512063738,Mixed,Neu,chr13
Gtpbp4,chr13,8966331,8996083,-,8996083,9006083,4.087298172640801,3.8801479346116383,0.9493185401995464,Mixed,Neu,chr13
Larp4b,chr13,9093881,9174451,+,9083881,9093881,3.9165134170055382,4.09291471238931,1.045040390929809,Mixed,Neu,chr13
Dip2c,chr13,9276528,9668928,+,9266528,9276528,2.3722431542873386,4.710875488948822,1.9858316296265368,Mixed,Neu,chr13
Zmynd11,chr13,9684833,9765330,-,9765330,9775330,3.92267448925972,4.746197055617968,1.2099390527083125,Mixed,Neu,chr13
Chrm3,chr13,9875486,10360847,-,10360847,10370847,2.71183333837986,3.644588652404149,1.3439574625856423,Mixed,Neu,chr13
Ryr2,chr13,11553102,12106945,-,12106945,12116945,3.4696475200653074,4.727925028006236,1.3626528345211402,Mixed,Neu,chr13
Mtr,chr13,12182712,12258113,-,12258113,12268113,1.8362577253580092,2.181197196062406,1.187849159701776,Mixed,Neu,chr13
Heatr1,chr13,12395027,12440289,+,12385027,12395027,5.094288743138313,4.98129610973994,0.9778197430307484,Mixed,Neu,chr13
Lgals8,chr13,12439415,12464944,-,12464944,12474944,4.576791347718239,4.7126474150339766,1.0296836925684778,Mixed,Neu,chr13
Edaradd,chr13,12472632,12520438,-,12520438,12530438,3.465616860365868,3.8747842655817664,1.1180648126154091,Mixed,Neu,chr13
Lyst,chr13,13590397,13778803,+,13580397,13590397,3.2220870074987413,4.408740118829409,1.3682871097425298,Mixed,Neu,chr13
Gng4,chr13,13784059,13827896,+,13774059,13784059,4.331801176667214,4.8839375274419785,1.127461147974378,Mixed,Neu,chr13
B3galnt2,chr13,13954469,13999103,+,13944469,13954469,5.069736695408821,4.409123723157247,0.8696948161331873,Mixed,Neu,chr13
Tbce,chr13,13997949,14039638,-,14039638,14049638,5.669011967396736,5.033671916890145,0.887927551721443,Mixed,Neu,chr13
Ggps1,chr13,14050659,14063488,-,14063488,14073488,4.374385349822045,5.445789684542021,1.2449268294946996,Mixed,Neu,chr13
Psma2,chr13,14613240,14674236,+,14603240,14613240,3.6826465004682536,4.415149525403977,1.198906689752216,Mixed,Neu,chr13
Gli3,chr13,15463235,15730026,+,15453235,15463235,2.8495727216005324,4.478690962354342,1.57170614682147,Mixed,Neu,chr13
Sugct,chr13,16857472,17695553,-,17695553,17705553,3.3213377187252044,5.097273710012436,1.5347050320341622,Mixed,Neu,chr13
Cdk13,chr13,17710315,17805097,-,17805097,17815097,4.21026904540062,5.354587702520688,1.2717922880415788,Mixed,Neu,chr13
Rala,chr13,17880571,17944239,-,17944239,17954239,3.780046723842621,4.864488221859932,1.2868857390511084,Mixed,Neu,chr13
Yae1d1,chr13,17981330,17993349,-,17993349,18003349,4.699190094447136,5.110035680866241,1.0874290203549302,Mixed,Neu,chr13
Amph,chr13,18948205,19150921,+,18938205,18948205,2.9149805550575256,4.165646679600079,1.4290478447180832,Mixed,Neu,chr13
